Order_ID,Customer_ID,Order_Date,Product_Category,Quantity,Unit_Price,Total_Sales,Region,Discount,Customer_Return
ORD00135,CUST1580,2023-01-15,,7,101.97,492.52,North,0.31,1
ORD00136,CUST1665,2023-12-12,Grocery,3,72.54,121.87,North,0.44,0
ORD00137,CUST1330,2023-02-11,Grocery,9,275.07,1708.18,West,0.31,1
ORD00138,CUST1287,2023-06-28,Sports,5,576.18,1469.26,North,0.49,0
ORD00139,CUST1525,2023-03-04,Beauty,8,965.04,7334.3,East,0.05,1
ORD00140,CUST0581,2023-12-18,Home,6,876.8,4103.42,South,0.22,1
ORD00141,CUST0437,2023-08-19,Beauty,8,877.17,3578.85,East,0.49,1
ORD00142,CUST0893,2023-08-29,Beauty,3,184.31,447.87,East,0.19,1
ORD00143,CUST0076,2023-02-21,Sports,3,272.26,514.57,East,0.37,0
ORD00144,CUST0796,2023-04-06,Electronics,5,85.63,419.59,West,0.02,1
ORD00145,CUST0868,2023-08-10,Electronics,3,780.68,1522.33,West,0.35,1
ORD00146,CUST0763,2023-08-19,Sports,8,79.12,335.47,West,0.47,0
ORD00147,CUST1678,2023-08-25,Sports,8,561.13,3636.12,North,0.19,1
ORD00148,CUST1106,2023-05-23,Grocery,2,255.4,505.69,West,0.01,1
ORD00149,CUST0519,2023-06-20,Clothing,4,251.01,994.0,North,0.01,0
ORD00150,CUST0237,2023-01-29,Electronics,1,990.82,544.95,East,0.45,0
ORD00151,CUST0529,2023-02-05,Home,4,759.21,1943.58,South,0.36,0
ORD00152,CUST1277,2023-01-13,Clothing,4,838.57,3186.57,West,0.05,1
ORD00153,,2023-06-09,Beauty,9,576.26,5030.75,North,0.03,0
ORD00154,CUST0824,2023-11-23,Grocery,3,872.3,1570.14,North,0.4,0
ORD00155,CUST1777,2023-07-06,Grocery,2,649.04,778.85,,0.4,1
ORD00156,CUST1171,2023-08-31,Electronics,9,946.71,8009.17,West,0.06,1
ORD00157,CUST0911,2023-03-27,,9,288.53,2207.25,East,0.15,1
ORD00158,CUST1194,2023-10-11,Sports,1,599.37,365.62,North,0.39,1
ORD00159,CUST0764,2023-03-07,Sports,6,693.23,3077.94,South,0.26,0
ORD00160,CUST0416,2023-06-19,Electronics,8,399.01,1659.88,East,0.48,0
ORD00161,CUST0803,2023-02-14,Grocery,3,880.91,2008.47,North,0.24,0
ORD00162,CUST0896,2023-03-03,Home,9,980.01,5821.26,East,0.34,1
ORD00163,CUST1793,2023-05-14,Sports,2,498.83,748.24,East,0.25,1
ORD00164,CUST0900,2023-10-11,Grocery,6,396.73,1261.6,West,0.47,1
ORD00165,CUST1541,2023-01-28,homE,1,477.22,381.78,South,0.2,1
ORD00166,CUST0304,2023-04-18,Beauty,7,854.21,5321.73,South,0.11,1
ORD00167,CUST1787,2023-02-13,Clothing,3,649.01,1635.51,North,0.16,1
ORD00168,CUST1149,2023-12-06,,7,54.32,216.74,East,0.43,1
ORD00169,CUST0045,2023-10-13,Electronics,4,546.75,1640.25,West,0.25,1
ORD00170,CUST1339,2023-11-27,Grocery,9,27.13,200.22,North,0.18,1
ORD00171,CUST0050,2023-05-08,Sports,5,780.75,2849.74,North,0.27,1
ORD00172,CUST1099,2023-12-14,Clothing,3,335.03,934.73,Eeast,0.07,1
ORD00173,CUST1135,2023-08-19,Clothing,8,477.29,3818.32,South,0.0,1
ORD00174,CUST1300,2023-07-09,Sports,6,800.69,4131.56,East,0.14,0
ORD00175,CUST1392,2023-08-13,Home,2,55.98,78.37,East,0.3,0
ORD00176,CUST1099,2023-10-10,Electronics,3,166.96,320.56,West,0.36,1
ORD00177,CUST0560,2023-05-01,Sports,8,403.98,1906.79,South,0.41,1
ORD00178,CUST1708,2023-04-26,Grocery,7,237.63,898.24,South,0.46,1
ORD00179,CUST1357,2023-08-21,Home,6,344.52,1633.02,North,0.21,1
ORD00180,CUST1730,2023-09-16,Sports,1,998.19,628.86,West,0.37,1
ORD00181,,2023-12-25,Beauty,9,827.16,7146.66,North,0.04,0
ORD00182,CUST0614,2023-07-17,Home,3,885.06,2575.52,West,0.03,1
ORD00183,CUST1740,2023-05-17,Grocery,5,937.68,4407.1,West,0.06,1
ORD00184,CUST0046,2023-11-14,Home,7,347.53,1897.51,South,0.22,1
ORD00185,CUST0336,2023-06-14,Clothing,7,304.11,1894.61,South,0.11,0
ORD00186,CUST0528,2023-08-13,Electronics,3,241.72,623.64,East,0.14,1
ORD00187,CUST0253,2023-11-03,Sports,4,831.82,2262.55,East,0.32,1
ORD00188,CUST1374,2023-08-22,Grocery,7,682.76,3919.04,East,0.18,0
ORD00189,CUST0599,2023-06-21,Grocery,8,243.81,1404.35,wEst,0.28,1
ORD00190,CUST1112,2023-06-01,homE,2,383.22,605.49,North,0.21,1
ORD00191,CUST1557,2023-11-11,Electronics,9,511.64,4236.38,West,0.08,1
ORD00192,CUST0798,2023-06-09,Grocery,7,532.86,3580.82,West,0.04,1
ORD00193,CUST0836,2023-04-06,Grocery,8,889.84,6264.47,East,0.12,0
ORD00194,CUST0897,2023-08-21,Electronics,6,386.76,2250.94,north,0.03,0
ORD00195,CUST0133,2023-06-29,Grocery,6,909.44,3765.08,West,0.31,1
ORD00196,,2023-04-23,Grocery,9,446.95,2413.53,,0.4,0
ORD00197,CUST1790,2023-11-14,Grocery,4,748.91,2486.38,South,0.17,1
ORD00198,CUST0272,2023-02-21,Clothing,5,930.95,3770.35,West,0.19,1
ORD00199,CUST0554,2023-09-25,Electronics,9,908.5,4824.14,North,0.41,1
ORD00200,CUST0905,2023-10-22,Beauty,1,66.38,59.08,East,0.11,1
ORD00201,CUST1865,2023-04-23,Clothing,4,213.65,803.32,West,0.06,0
ORD00202,CUST0266,2023-04-11,Home,7,482.14,3374.98,West,,1
ORD00203,CUST0532,2023-04-23,Electronics,9,437.24,2675.91,East,0.32,1
ORD00204,CUST0999,2023-03-22,Home,6,644.48,2706.82,South,0.3,1
ORD00205,CUST1824,2023-07-06,Clothing,8,945.26,4839.73,East,0.36,1
ORD00206,CUST0810,2023-04-23,Grocery,9,121.28,1058.77,North,0.03,0
ORD00207,CUST1666,2023-01-02,,4,457.34,1445.19,West,0.21,0
ORD00208,CUST1454,2023-05-10,Beauty,1,200.49,176.43,West,0.12,1
ORD00209,CUST1750,2023-08-08,Electronics,8,895.17,4440.04,West,0.38,1
ORD00210,CUST1650,2023-02-23,Beauty,2,964.93,1080.72,East,0.44,0
ORD00211,CUST1252,2023-12-09,Grocery,1,483.91,416.16,North,0.14,1
ORD00212,CUST1860,2023-08-12,Sports,7,112.97,751.25,West,0.05,1
ORD00213,CUST1625,2023-08-13,Grocery,9,787.44,6165.66,South,0.13,1
ORD00214,CUST0651,2023-05-06,Clothing,9,700.17,5986.45,North,0.05,0
ORD00215,CUST0623,2023-05-10,Grocery,3,361.12,910.02,North,0.16,1
ORD00216,CUST1461,2023-02-22,Beauty,6,888.53,3891.76,North,0.27,0
ORD00217,CUST0332,2023-06-21,Clothing,7,976.07,3484.57,North,0.49,1
ORD00218,CUST1839,2023-08-06,Clothing,9,562.28,4048.42,South,0.2,0
ORD00219,CUST1517,2023-06-09,Grocery,2,570.07,1014.72,North,0.11,1
ORD00220,CUST0150,2023-07-17,Grocery,8,304.54,2241.41,South,0.08,1
ORD00221,CUST0135,2023-09-04,Sports,7,588.66,3749.76,East,0.09,1
ORD00222,CUST0147,2023-11-20,Grocery,4,445.25,1602.9,East,0.1,1
ORD00223,CUST0019,2023-07-22,Grocery,2,309.17,383.37,East,0.38,0
ORD00224,CUST1644,2023-07-03,Electronics,8,76.51,593.72,East,0.03,1
ORD00225,CUST1662,2023-05-03,Clothing,5,260.18,650.45,South,0.5,1
ORD00226,CUST0891,2023-09-12,Sports,6,205.88,914.11,West,0.26,0
ORD00227,CUST0320,2023-10-21,Beauty,7,546.62,2793.23,South,0.27,1
ORD00228,CUST1156,2023-10-07,Home,1,605.65,496.63,,0.18,1
ORD00229,CUST0924,2023-11-21,Electronics,8,612.49,3184.95,West,0.35,1
ORD00230,CUST1094,2023-04-08,Grocery,4,394.3,1198.67,West,0.24,1
ORD00231,CUST1544,2023-07-17,Home,9,427.02,3228.27,West,0.16,0
ORD00232,CUST1379,2023-08-28,Sports,1,835.9,835.9,West,,1
ORD00233,CUST1080,2023-05-24,Clothing,2,481.47,519.99,North,0.46,1
ORD00234,CUST1389,2023-04-07,Sports,6,987.9,5038.29,,0.15,0
ORD00235,CUST0421,2023-07-20,Electronics,1,445.22,347.27,wEst,0.22,1
ORD00236,CUST1631,2023-05-04,Electronics,4,653.09,2142.14,East,0.18,1
ORD00237,CUST1149,2023-07-06,Beauty,8,59.86,459.72,South,0.04,0
ORD00238,CUST0089,2023-11-22,Sports,5,656.81,2988.49,East,0.09,1
ORD00239,CUST1118,2023-12-15,Electronics,9,852.91,6985.33,East,0.09,1
ORD00240,CUST1011,2023-09-16,Sports,6,943.03,3677.82,East,0.35,1
ORD00241,CUST1301,2023-05-28,,1,997.35,797.88,north,0.2,0
ORD00242,CUST0638,2023-09-09,Beauty,6,289.36,1059.06,East,0.39,1
ORD00243,CUST1030,2023-12-12,Sports,6,579.62,3477.72,East,,0
ORD00244,CUST1294,2023-05-27,Grocery,6,456.21,2463.53,North,0.1,1
ORD00245,CUST0960,2023-05-28,Electronics,8,568.18,3272.72,East,0.28,1
ORD00246,CUST1637,2023-12-18,Clothing,6,165.88,627.03,West,0.37,1
ORD00247,CUST1955,2023-07-18,Grocery,5,857.59,2915.81,South,0.32,1
ORD00248,CUST1745,2023-11-04,Clothing,2,910.47,1274.66,West,0.3,1
ORD00249,CUST0529,2023-05-08,Grocery,2108,15003.10164993715,19924719.12,North,0.37,1
ORD00250,CUST0886,2023-02-08,Beauty,5,287.63,1395.01,East,0.03,1
ORD00251,CUST1255,2023-12-04,Electronics,4,149.43,376.56,South,0.37,1
ORD00252,CUST0005,2023-12-26,Beauty,2,686.93,1181.52,North,0.14,1
ORD00253,CUST1220,2023-05-09,,7,319.11,1585.98,South,0.29,1
ORD00254,CUST0700,2023-09-24,Beauty,2,910.44,1602.37,West,0.12,1
ORD00255,,2023-05-31,Beauty,1,674.3,391.09,North,0.42,1
ORD00256,CUST1504,2023-10-25,Sports,5,649.23,2467.07,South,0.24,1
ORD00257,CUST0341,2023-04-09,Sports,1,563.81,383.39,West,0.32,0
ORD00258,CUST1086,2023-09-20,Electronics,1,55.32,33.19,North,0.4,1
ORD00259,CUST0338,2023-09-09,Grocery,1,932.6,512.93,East,0.45,1
ORD00260,CUST1573,2023-05-24,Electronics,6,631.66,2387.67,East,0.37,1
ORD00261,CUST1430,2023-12-12,Home,9,994.12,8320.78,West,0.07,1
ORD00262,CUST1481,2023-04-22,Clothing,1,541.98,308.93,East,0.43,0
ORD00263,CUST1147,2023-03-01,Sports,5,713.01,2459.88,East,0.31,0
ORD00264,CUST1220,2023-01-02,Electronics,9,65.65,413.6,North,0.3,1
ORD00265,CUST0467,2023-10-31,Grocery,9,635.42,3088.14,North,0.46,0
ORD00266,,2023-09-11,Beauty,1,767.0,674.96,North,0.12,0
ORD00267,CUST1034,2023-05-20,Sports,8,780.73,5496.34,North,0.12,1
ORD00268,CUST0111,2023-02-06,Clothing,1,772.41,571.58,North,0.26,1
ORD00269,CUST1093,2023-06-09,Sports,8,234.02,1160.74,North,0.38,1
ORD00270,CUST0899,2023-01-09,Grocery,1,975.64,761.0,East,0.22,1
ORD00271,CUST1160,2023-08-21,Clothing,5,995.23,3383.78,North,0.32,0
ORD00272,CUST1441,2023-04-09,Home,8,84.84,522.61,South,0.23,1
ORD00273,CUST1814,2023-05-27,Electronics,6,937.08,3879.51,,0.31,0
ORD00274,CUST1621,2023-10-31,Grocery,9,296.55,1574.68,West,0.41,0
ORD00275,CUST0386,2023-07-27,Clothing,1,692.39,630.07,,0.09,1
ORD00276,CUST0548,2023-05-11,Home,9,344.73,2016.67,North,0.35,0
ORD00277,CUST1783,2023-06-01,Grocery,1,968.08,590.53,East,0.39,1
ORD00278,CUST1027,2023-02-23,Grocery,3,110.49,258.55,South,0.22,1
ORD00279,CUST1254,2023-04-30,Sports,1,502.77,422.33,North,0.16,0
ORD00280,CUST0945,2023-06-10,Electronics,3,433.77,1288.3,North,0.01,1
ORD00281,CUST1758,2023-04-26,Clothing,2,332.76,399.31,East,0.4,1
ORD00282,CUST1773,2023-03-16,Grocery,2,649.08,1090.45,North,0.16,1
ORD00283,CUST1928,2023-04-23,Grocery,9,139.75,1031.36,North,0.18,1
ORD00284,CUST1479,2023-04-14,Clothing,8,719.5,4777.48,South,0.17,0
ORD00285,CUST0423,2023-12-06,Grocery,1,980.79,735.59,South,0.25,1
ORD00286,CUST1969,2023-09-11,Electronics,4,806.51,2096.93,West,0.35,1
ORD00287,CUST1073,2023-08-15,Grocery,1,861.42,525.47,West,0.39,1
ORD00288,CUST1271,2023-04-22,,1,366.04,292.83,South,0.2,1
ORD00289,CUST0623,2023-04-09,Sports,4,331.64,888.8,South,0.33,1
ORD00290,,2023-06-02,Beauty,2,521.88,668.01,West,0.36,0
ORD00291,CUST1328,2023-12-15,Grocery,3,55.27,140.94,West,0.15,1
ORD00292,CUST0848,2023-12-04,Sports,9,945.9,8087.44,South,0.05,1
ORD00293,CUST1739,2023-07-13,Electronics,2,152.35,167.58,North,0.45,1
ORD00294,CUST0310,2023-11-06,Home,4,903.98,2386.51,North,0.34,1
ORD00295,CUST1449,2023-06-12,Electronics,1,92.75,63.07,East,0.32,1
ORD00296,CUST0545,2023-07-27,Clothing,2,824.4,1599.34,South,0.03,0
ORD00297,CUST1084,2023-06-18,Grocery,5,160.44,473.3,South,0.41,1
ORD00298,CUST1841,2023-06-10,Beauty,1,47.75,34.38,,0.28,1
ORD00299,CUST1011,2023-03-09,Beauty,7,722.29,2932.5,South,0.42,0
ORD00300,CUST0094,2023-10-16,Home,4,287.46,586.42,South,0.49,0
ORD00301,CUST0633,2023-10-04,Grocery,6,717.35,2238.13,West,0.48,1
ORD00302,CUST1460,2023-10-31,Clothing,8,559.53,2551.46,West,0.43,1
ORD00303,CUST0413,2023-05-15,Sports,6,117.72,699.26,,0.01,1
ORD00304,CUST1292,2023-07-14,Sports,2,932.81,1044.75,North,0.44,0
ORD00305,CUST1804,2023-05-08,,1,457.79,439.48,South,0.04,1
ORD00306,CUST1163,2023-02-02,Electronics,8,737.1,3361.18,West,0.43,1
ORD00307,CUST1745,2023-06-25,Sports,8,506.01,3481.35,North,0.14,1
ORD00308,CUST0455,2023-01-22,Clothing,9,608.32,3777.67,South,0.31,1
ORD00309,CUST1776,2023-08-26,Beauty,6,309.75,1821.33,East,0.02,1
ORD00310,CUST1520,2023-06-07,Electronics,1,208.36,127.1,South,0.39,1
ORD00311,CUST1122,2023-02-07,Sports,9,547.14,4628.8,East,0.06,1
ORD00312,CUST0339,2023-08-18,Clothing,3,445.82,1056.59,East,0.21,1
ORD00313,CUST1012,2023-12-31,Home,6,396.21,1402.58,South,0.41,1
ORD00314,CUST0918,2023-02-20,Clothing,9,675.84,3953.66,South,0.35,1
ORD00315,CUST0579,2023-09-21,Beauty,3,693.6,2080.8,South,,1
ORD00316,CUST0495,2023-10-10,Clothing,5,55.46,221.84,South,0.2,1
ORD00317,CUST1904,2023-01-27,Clothing,5,345.36,1692.26,North,0.02,1
ORD00318,CUST1458,2023-08-14,Electronics,7,417.65,1929.54,North,0.34,1
ORD00319,CUST1824,2023-10-04,Beauty,4,105.92,220.31,East,0.48,1
ORD00320,CUST1262,2023-10-13,Sports,4,243.54,652.69,South,0.33,1
ORD00321,CUST1387,2023-04-07,Beauty,1640,12375.108519089883,18062708.39,North,0.11,1
ORD00322,CUST0884,2023-10-11,Home,9,996.28,7352.55,North,0.18,1
ORD00323,CUST1040,2023-11-13,Grocery,4,739.19,1507.95,West,0.49,0
ORD00324,CUST0118,2023-10-31,Beauty,4,96.58,343.82,West,0.11,1
ORD00325,CUST0279,2023-05-27,Electronics,6,30.05,129.82,North,0.28,1
ORD00326,CUST0838,2023-01-04,Sports,6,722.09,3466.03,East,0.2,1
ORD00327,CUST0174,2023-02-04,Beauty,7,444.8,1930.43,North,0.38,0
ORD00328,CUST1846,2023-07-11,Grocery,1,788.93,449.69,South,0.43,1
ORD00329,CUST0115,2023-02-18,Sports,3,924.24,2301.36,,0.17,1
ORD00330,CUST0401,2023-01-17,Electronics,9,603.31,3637.96,West,0.33,1
ORD00331,CUST1033,2023-06-21,,6,195.24,855.15,West,0.27,1
ORD00332,CUST0207,2023-08-08,Grocery,6,784.37,4047.35,South,0.14,0
