Order_ID,Customer_ID,Order_Date,Product_Category,Quantity,Unit_Price,Total_Sales,Region,Discount,Customer_Return
ORD04759,CUST1785,2023-01-02,Beauty,5,846.66,4233.3,West,0.0,1
ORD08485,CUST0907,2023-01-02,Sports,1,943.68,679.4495999999999,South,0.28,1
ORD03331,CUST1412,2023-01-02,Grocery,2,915.91,1795.1835999999998,South,0.02,1
ORD05155,CUST1397,2023-01-02,Clothing,1,471.27,367.5906,East,0.22,1
ORD08140,CUST0301,2023-01-02,Beauty,1,71.78,48.810399999999994,East,0.32,0
ORD08132,CUST1493,2023-01-02,Grocery,9,729.51,3479.7627,East,0.47,0
ORD00064,CUST0010,2023-01-02,Home,7,720.02,3276.091,East,0.35,1
ORD02174,CUST0657,2023-01-02,Electronics,1,320.19,256.152,West,0.2,0
ORD08075,CUST1297,2023-01-02,Sports,4,328.66,841.3696000000001,West,0.36,1
ORD02911,CUST0727,2023-01-02,Clothing,2,650.47,858.6203999999999,North,0.34,0
ORD08020,CUST1169,2023-01-02,Sports,4,315.05,642.702,West,0.49,1
ORD09294,CUST1630,2023-01-02,Beauty,3,776.96,1538.3808,East,0.34,0
ORD01949,CUST0081,2023-01-02,Grocery,8,486.65,2063.396,South,0.47,1
ORD07835,CUST0158,2023-01-02,Electronics,9,876.86,5287.465799999999,North,0.33,0
ORD09433,CUST1433,2023-01-02,Home,8,985.34,7330.9295999999995,North,0.07,1
ORD07014,CUST1748,2023-01-02,Beauty,8,223.15,1160.38,north,0.35,1
ORD01290,CUST1703,2023-01-02,Home,2,600.42,1116.7812,West,0.07,1
ORD07134,CUST1827,2023-01-02,Electronics,6,71.2,294.76800000000003,North,0.31,0
ORD00264,CUST1220,2023-01-02,Electronics,9,65.65,413.59499999999997,North,0.3,1
ORD01824,CUST0709,2023-01-02,Grocery,2,615.88,1231.76,South,0.0,1
ORD05357,CUST1110,2023-01-02,Electronics,8,957.2,5590.048,South,0.27,1
ORD03153,CUST1151,2023-01-02,Grocery,7,114.82,442.057,West,0.45,1
ORD00207,CUST1666,2023-01-02,,4,457.34,1445.1944,West,0.21,0
ORD04250,CUST0816,2023-01-02,Grocery,7,972.61,6399.7738,North,0.06,1
ORD04324,CUST1036,2023-01-02,Sports,9,948.72,6660.0144,North,0.22,1
ORD04132,CUST1007,2023-01-03,Clothing,5,432.57,2119.593,South,0.02,1
ORD09869,CUST1809,2023-01-03,Electronics,6,531.39,2997.0396,West,0.06,0
ORD04206,CUST0390,2023-01-03,Home,3,328.47,739.0575000000001,East,0.25,1
ORD08257,CUST1172,2023-01-03,Sports,3,574.05,1153.8404999999998,South,0.33,0
ORD02125,CUST0178,2023-01-03,Home,6,419.38,2390.4659999999994,West,0.05,1
ORD00896,CUST1257,2023-01-03,Home,5,554.5,2522.975,North,0.09,1
ORD01865,CUST0254,2023-01-03,Beauty,1,325.38,188.7204,North,0.42,1
ORD04490,CUST1477,2023-01-03,Beauty,5,552.44,1905.9180000000001,North,0.31,1
ORD09796,CUST1147,2023-01-03,Home,8,799.21,3772.2712000000006,East,0.41,0
ORD02322,CUST1712,2023-01-03,Grocery,8,107.9,863.2,North,0.0,1
ORD07688,CUST1939,2023-01-03,Electronics,9,761.68,5895.4032,East,0.14,0
ORD04846,CUST1391,2023-01-03,Grocery,3,937.78,2419.4724,West,0.14,0
ORD01578,CUST0022,2023-01-03,Grocery,7,406.8,2335.032,East,0.18,1
ORD08223,CUST1865,2023-01-03,Electronics,5,582.42,2038.4699999999998,North,0.3,1
ORD04688,,2023-01-03,Clothing,6,885.26,4886.6352,North,0.08,0
ORD02732,CUST1524,2023-01-03,Grocery,6,544.71,2778.021,North,0.15,1
ORD02678,CUST0564,2023-01-03,Beauty,5,215.65,646.9499999999999,South,0.4,0
ORD06570,CUST1458,2023-01-03,Beauty,2,883.6,1714.184,North,0.03,1
ORD01519,CUST1516,2023-01-03,Sports,7,545.4,2252.502,North,0.41,1
ORD03770,CUST1158,2023-01-03,Home,7,622.96,2529.2176000000004,East,0.42,0
ORD05525,CUST0881,2023-01-03,Grocery,9,665.97,3835.9872000000005,West,0.36,1
ORD02658,CUST1037,2023-01-03,Home,6,244.12,952.0680000000001,West,0.35,0
ORD07870,CUST0248,2023-01-03,Sports,7,598.82,2892.3006,North,0.31,0
ORD06846,CUST1998,2023-01-03,Home,7,710.89,2587.6396,South,0.48,0
ORD03931,CUST1893,2023-01-03,Eletronics,4,775.75,1582.53,South,0.49,1
ORD00949,CUST1387,2023-01-04,Sports,3,746.34,1544.9237999999998,South,0.31,1
ORD00326,CUST0838,2023-01-04,Sports,6,722.09,3466.032,East,0.2,1
ORD05014,CUST0814,2023-01-04,Sports,8,191.33,1469.4144000000001,West,0.04,0
ORD01329,CUST1058,2023-01-04,Home,7,754.1,3325.581,West,0.37,1
ORD08554,CUST0216,2023-01-04,Sports,4,865.23,2457.2532,East,0.29,1
ORD03867,CUST1376,2023-01-04,Clothing,8,947.04,4773.0815999999995,South,0.37,1
ORD04105,CUST0881,2023-01-04,Clothing,9,895.73,7900.338599999999,South,0.02,1
ORD09813,CUST0496,2023-01-04,Sports,8,105.43,725.3584000000001,West,0.14,1
ORD02729,CUST0521,2023-01-04,Beauty,4,407.42,945.2144000000002,West,0.42,1
ORD07366,CUST1761,2023-01-04,Home,9,285.92,2135.8224,South,0.17,0
ORD00497,CUST0009,2023-01-04,Clothing,2,297.97,476.75200000000007,East,0.2,1
ORD07639,CUST1152,2023-01-04,Grocery,4,979.47,2233.1916,North,0.43,0
ORD01724,CUST0902,2023-01-04,Home,5,919.75,4138.875,South,0.1,1
ORD03078,CUST1651,2023-01-04,Grocery,3,724.06,1281.5862000000002,North,0.41,1
ORD05707,CUST0768,2023-01-04,Beauty,1,970.45,533.7475000000001,South,0.45,1
ORD07113,CUST0350,2023-01-04,Sports,9,483.77,2786.5152000000003,South,0.36,1
ORD01487,CUST1072,2023-01-04,homE,8,922.66,6790.7776,East,0.08,1
ORD00969,CUST1533,2023-01-04,Grocery,3,454.6,1200.1440000000002,East,0.12,0
ORD07715,CUST1440,2023-01-04,Grocery,7,478.37,2042.6399000000001,North,0.39,1
ORD05497,CUST0980,2023-01-04,Home,5,921.08,4236.968000000001,East,0.08,1
ORD01912,CUST0162,2023-01-04,Sporrts,1,260.09,169.05849999999998,East,0.35,0
ORD06392,CUST0406,2023-01-04,Electronics,8,569.4,3143.0879999999997,South,0.31,0
ORD09828,CUST0152,2023-01-04,Clothing,9,607.21,4262.6142,South,0.22,1
ORD07701,CUST1048,2023-01-04,Grocery,6,951.24,4737.175200000001,,0.17,1
ORD06027,CUST1787,2023-01-04,Beauty,4,84.44,192.5232,North,0.43,0
ORD05286,CUST0735,2023-01-05,Sports,6,872.95,4347.291,South,0.17,1
ORD02432,CUST1783,2023-01-05,Beauty,5,177.25,886.25,East,0.0,1
ORD05666,CUST1755,2023-01-05,Beauty,2,774.6,1006.98,West,0.35,1
ORD07521,CUST0066,2023-01-05,Beauty,3,731.56,2019.1055999999999,South,0.08,1
ORD00129,CUST1500,2023-01-05,homE,9,130.23,797.0075999999999,West,0.32,1
ORD03478,CUST1404,2023-01-05,Beauty,9,62.93,470.08709999999996,North,0.17,1
ORD02331,CUST1046,2023-01-05,Beauty,1,553.05,342.89099999999996,North,0.38,1
ORD00843,,2023-01-05,Beauty,3,651.64,1427.0916,North,0.27,1
ORD05424,CUST0231,2023-01-05,Grocery,3,412.5,1051.875,North,0.15,0
ORD04271,CUST0890,2023-01-05,Sports,1,869.03,486.65680000000003,South,0.44,1
ORD02282,CUST1246,2023-01-05,Beauty,8,332.89,1970.7087999999999,South,0.26,0
ORD07770,CUST1985,2023-01-05,Grocery,9,288.25,1478.7225,West,0.43,1
ORD00614,CUST0744,2023-01-05,Electronics,9,64.08,357.5664,East,0.38,1
ORD00416,CUST0140,2023-01-05,Electronics,5,132.52,642.722,East,0.03,1
ORD05344,CUST1683,2023-01-05,Grocery,2,598.99,694.8284000000001,South,0.42,1
ORD02910,CUST1497,2023-01-05,Beauty,4,568.03,1340.5508000000002,North,0.41,0
ORD03495,CUST0507,2023-01-05,Grocery,4,375.34,1366.2376,East,0.09,0
ORD03908,CUST1570,2023-01-05,Sports,5,572.9,2205.665,North,0.23,1
ORD07253,CUST1622,2023-01-05,Home,6,850.15,3621.6389999999997,South,0.29,1
ORD07281,CUST0024,2023-01-05,Sports,4,504.7,1211.28,South,0.4,1
ORD02052,CUST1617,2023-01-05,Beauty,2,484.56,707.4576,North,0.27,1
ORD04798,CUST0668,2023-01-05,Electronics,3,509.98,1468.7424,North,0.04,1
ORD01045,CUST1956,2023-01-05,Home,5,108.5,450.275,East,0.17,1
ORD01092,CUST1684,2023-01-05,Beauty,3,323.92,495.5976,West,0.49,0
ORD01562,CUST1762,2023-01-05,Electronics,7,519.84,2146.9392000000003,East,0.41,1
ORD00721,CUST1287,2023-01-05,Beauty,8,872.64,4607.539199999999,East,0.34,0
ORD00335,CUST1125,2023-01-06,Sports,5,685.18,3151.828,East,0.08,1
ORD00965,CUST1446,2023-01-06,,4,936.03,3070.1784000000002,North,0.18,1
ORD06858,CUST1907,2023-01-06,Electronics,8,730.6,5435.664,South,0.07,1
ORD09088,CUST1553,2023-01-06,Grocery,2,209.94,281.3196,North,0.33,0
ORD08735,CUST0884,2023-01-06,Electronics,4,373.94,1047.032,North,0.3,1
ORD08885,CUST1425,2023-01-06,Beauty,5,480.7,1345.96,West,0.44,1
ORD06509,CUST0491,2023-01-06,Sports,2,230.35,368.56,West,0.2,1
ORD05417,CUST0061,2023-01-06,Clothing,4,201.5,523.9,West,0.35,1
ORD04538,CUST1671,2023-01-06,Beauty,7,124.71,733.2947999999999,East,0.16,1
ORD08011,CUST1780,2023-01-06,Sports,9,46.2,324.324,East,0.22,0
ORD05508,CUST0808,2023-01-06,Sports,6,78.34,333.7284,North,0.29,0
ORD05109,CUST0766,2023-01-06,Clothing,9,986.39,4616.305200000001,South,0.48,1
ORD03932,CUST1464,2023-01-06,Clothing,8,729.31,3383.9984,East,0.42,0
ORD05499,CUST1678,2023-01-06,Clothing,5,488.52,2369.3219999999997,South,0.03,1
ORD06154,CUST0475,2023-01-06,Beauty,1,911.41,574.1883,,0.37,1
ORD00935,CUST0379,2023-01-06,Clothing,8,221.58,1258.5744,West,0.29,0
ORD04664,CUST1022,2023-01-06,Clothing,6,499.89,1769.6106000000004,East,0.41,1
ORD06221,CUST0767,2023-01-06,Clothing,5,997.41,3790.1580000000004,South,0.24,1
ORD00742,CUST1725,2023-01-06,Electronics,4,429.03,1681.7975999999999,South,0.02,0
ORD05232,CUST1032,2023-01-06,Clothing,2,331.42,444.1028,Eeast,0.33,0
ORD04309,CUST1418,2023-01-06,Grocery,1,938.36,534.8652000000001,West,0.43,0
ORD09298,CUST0698,2023-01-06,Grocery,7,268.43,1728.6892,South,0.08,1
ORD08812,CUST1478,2023-01-07,Sports,2,613.78,908.3943999999999,Eeast,0.26,1
ORD01715,CUST1391,2023-01-07,Beauty,9,354.1,2422.0440000000003,North,0.24,1
ORD07851,CUST1475,2023-01-07,Beauty,8,241.76,1895.3983999999998,South,0.02,1
ORD08802,CUST1266,2023-01-07,Electronics,3,122.73,290.87010000000004,South,0.21,1
ORD02382,CUST1145,2023-01-07,Sports,3,798.63,1892.7531,South,0.21,0
ORD00606,CUST0680,2023-01-07,Beauty,9,815.61,6166.0116,North,0.16,0
ORD00895,CUST0631,2023-01-07,Eletronics,6,115.65,346.95000000000005,South,0.5,1
ORD06504,CUST1367,2023-01-07,Grocery,7,996.15,3556.2555,West,0.49,0
ORD06488,CUST0114,2023-01-07,Sports,13,1495.25625,16716.964874999998,South,0.14,1
ORD02863,CUST0729,2023-01-07,Home,3,695.01,1939.0778999999995,East,0.07,0
ORD01278,CUST0199,2023-01-07,Sports,9,152.43,1358.1513,West,0.01,1
ORD07698,CUST0770,2023-01-07,Electronics,3,159.11,434.37030000000004,South,0.09,1
ORD01860,CUST0150,2023-01-07,Home,5,726.63,3451.4925,South,0.05,1
ORD09524,CUST1903,2023-01-07,Home,4,897.52,2548.9568,East,0.29,1
ORD04254,CUST0561,2023-01-07,Electronics,2,230.69,378.33160000000004,East,0.18,1
ORD05976,CUST0298,2023-01-07,Grocery,9,798.69,6253.742700000001,North,0.13,0
ORD08995,CUST0692,2023-01-07,Sports,4,563.13,1531.7135999999998,South,0.32,1
ORD06013,CUST0143,2023-01-07,Clothing,2,932.48,1342.7712,North,0.28,1
ORD06551,CUST1114,2023-01-07,Electronics,5,671.3,3322.935,West,0.01,1
ORD07461,CUST1686,2023-01-07,Clothing,7,786.42,4624.1496,South,0.16,1
ORD01463,CUST0480,2023-01-07,Clothing,6,385.8,2291.652,South,0.01,1
ORD03837,CUST1199,2023-01-07,Beauty,13,1495.25625,18466.414687499997,East,0.05,0
ORD02468,CUST0657,2023-01-07,Beauty,4,575.73,1658.1024,North,0.28,1
ORD04373,CUST1045,2023-01-07,Sports,5,375.06,1537.746,South,0.18,1
ORD08068,CUST0463,2023-01-07,Beauty,5,472.9,1726.085,North,0.27,1
ORD08604,CUST0157,2023-01-07,Home,8,634.32,3501.4464,West,0.31,1
ORD01651,CUST0095,2023-01-07,Grocery,7,327.81,1927.5228,East,0.16,0
ORD04617,CUST0997,2023-01-07,Home,5,565.78,2178.2529999999997,North,0.23,0
ORD04946,CUST0766,2023-01-07,Clothing,7,257.63,1118.1142,South,0.38,0
ORD03380,CUST0892,2023-01-07,Electronics,1,344.17,282.2194,South,0.18,1
ORD06161,CUST0999,2023-01-08,Beauty,5,863.41,2935.594,West,0.32,1
ORD02566,CUST1755,2023-01-08,Electronics,8,139.02,1056.5520000000001,East,0.05,1
ORD06036,CUST0725,2023-01-08,Electronics,2,686.49,1057.1946,South,0.23,1
ORD08202,CUST0418,2023-01-08,Electronics,4,280.84,932.3887999999998,East,0.17,1
ORD03182,CUST0607,2023-01-08,Home,5,469.31,2299.619,West,0.02,1
ORD02544,CUST0575,2023-01-08,Grocery,3,269.29,549.3516000000001,East,0.32,1
ORD09691,CUST1937,2023-01-08,Sports,1,201.02,178.9078,West,0.11,1
ORD05894,CUST1258,2023-01-08,Beauty,5,664.47,2790.7740000000003,North,0.16,1
ORD01251,CUST0440,2023-01-08,Electronics,5,230.1,1104.48,South,0.04,0
ORD03476,CUST1846,2023-01-08,Electronics,3,348.72,805.5432000000001,North,0.23,1
ORD00876,CUST1996,2023-01-08,Clothing,2,79.96,110.34479999999998,,0.31,0
ORD02967,CUST1698,2023-01-08,Beauty,4,362.66,1450.64,East,0.0,1
ORD07144,CUST0864,2023-01-08,Home,4,596.98,2220.7655999999997,East,0.07,0
ORD09318,CUST0732,2023-01-08,Electronics,8,963.02,7627.118399999999,South,0.01,1
ORD09925,CUST0585,2023-01-08,Grocery,4,915.4,1940.6480000000001,East,0.47,1
ORD09119,CUST1295,2023-01-08,Home,3,477.26,1102.4706,North,0.23,0
ORD02990,CUST0762,2023-01-08,Clothing,3,56.18,101.124,North,0.4,1
ORD03934,CUST0246,2023-01-08,Grocery,6,550.32,2278.3248,West,0.31,1
ORD02045,CUST0103,2023-01-08,Beauty,7,444.35,2612.7780000000002,South,0.16,1
ORD04744,,2023-01-08,Clothing,7,133.65,692.307,South,0.26,1
ORD00829,CUST1841,2023-01-08,Grocery,3,185.35,311.388,North,0.44,0
ORD03978,CUST1198,2023-01-08,Home,2,111.42,202.7844,East,0.09,0
ORD01942,CUST0561,2023-01-08,Beauty,1,582.79,454.5762,North,0.22,0
ORD06420,CUST0807,2023-01-08,Electronics,2,909.67,1673.7928,West,0.08,1
ORD03981,CUST0750,2023-01-08,Beauty,2,94.79,128.9144,South,0.32,0
ORD04936,CUST1574,2023-01-08,Sports,5,515.87,2398.7954999999997,North,0.07,0
ORD09594,,2023-01-08,Beauty,9,894.22,5633.586,North,0.3,0
ORD07135,CUST0382,2023-01-08,Beauty,1,882.1,758.606,East,0.14,1
ORD03289,CUST0005,2023-01-08,Home,6,755.56,4080.024,North,0.1,1
ORD01765,CUST0445,2023-01-08,Sports,3,645.33,1916.6301000000003,South,0.01,0
ORD05393,CUST0990,2023-01-08,Home,1,969.18,794.7276,East,0.18,1
ORD00688,CUST0978,2023-01-08,Sports,4,816.62,2907.1672,South,0.11,1
ORD05607,CUST1535,2023-01-08,Sports,7,728.94,4082.0640000000003,South,0.2,0
ORD09656,CUST0938,2023-01-08,Grocery,9,413.31,3013.0299,East,0.19,1
ORD08918,CUST0726,2023-01-08,Clothing,3,902.46,1976.3874,East,0.27,1
ORD06395,CUST0423,2023-01-09,Electronics,5,26.76,77.60400000000001,,0.42,1
ORD01784,CUST1649,2023-01-09,Home,4,333.41,1320.3036000000002,North,0.01,0
ORD06424,CUST1467,2023-01-09,Clothing,3,140.09,390.8511,South,0.07,1
ORD07374,CUST0407,2023-01-09,Sports,1,161.7,119.65799999999999,North,0.26,0
ORD02204,CUST1570,2023-01-09,Grocery,6,884.06,4667.8368,North,0.12,1
ORD08829,CUST1284,2023-01-09,Home,4,287.7,1093.26,South,0.05,1
ORD01844,CUST0171,2023-01-09,Beauty,6,23.0,81.42000000000002,East,0.41,1
ORD00098,CUST0137,2023-01-09,Home,2,218.08,244.24960000000004,North,0.44,1
ORD00270,CUST0899,2023-01-09,Grocery,1,975.64,760.9992,East,0.22,1
ORD04167,CUST0320,2023-01-09,Eletronics,9,906.71,6854.7276,North,0.16,1
ORD08166,CUST1005,2023-01-09,Home,4,247.91,803.2284000000001,East,0.19,1
ORD08939,,2023-01-09,Electronics,4,98.74,221.1776,East,0.44,1
ORD01320,CUST0658,2023-01-09,Electronics,3,341.48,901.5072,West,0.12,1
ORD01568,CUST1548,2023-01-09,Grocery,8,281.28,2092.7231999999995,East,0.07,1
ORD08723,CUST1477,2023-01-09,Home,6,990.27,5169.2094,West,0.13,1
ORD05662,CUST1542,2023-01-09,Home,7,896.52,3702.6276000000003,South,0.41,1
ORD06721,CUST0811,2023-01-09,Grocery,7,735.03,5093.7579,West,0.01,0
ORD09578,CUST0997,2023-01-09,Grocery,6,347.77,1398.0353999999998,East,0.33,1
ORD09801,CUST1823,2023-01-09,Home,8,264.99,1250.7528000000002,South,0.41,1
ORD01598,CUST0473,2023-01-09,Electronics,9,400.3,2521.89,South,0.3,1
ORD08370,CUST0081,2023-01-09,Grocery,3,11.08,18.614400000000003,North,0.44,1
ORD07328,CUST0366,2023-01-09,Beauty,4,120.35,259.956,East,0.46,0
ORD09971,CUST0365,2023-01-09,Sports,4,644.7,1469.9160000000002,East,0.43,1
ORD06173,CUST1380,2023-01-09,Beauty,7,72.4,466.2560000000001,West,0.08,1
ORD00602,CUST1193,2023-01-09,Home,5,664.96,3158.56,North,0.05,1
ORD07084,CUST0297,2023-01-09,Electronics,8,439.31,3057.5976,East,0.13,1
ORD01091,CUST0443,2023-01-10,Electronics,4,791.43,3134.0627999999997,West,0.01,1
ORD09279,CUST0133,2023-01-10,Electronics,3,259.75,748.0799999999999,East,0.04,1
ORD07365,CUST0892,2023-01-10,Electronics,1,260.69,130.345,North,0.5,0
ORD09994,CUST0516,2023-01-10,Beauty,9,429.34,2627.5607999999997,East,0.32,0
ORD07473,,2023-01-10,Beauty,4,666.5,2559.36,South,0.04,1
ORD00485,CUST1927,2023-01-10,Grocery,7,731.28,4043.9784000000004,West,0.21,0
ORD09610,,2023-01-10,Beauty,7,591.08,2565.2872,South,0.38,1
ORD02684,CUST0472,2023-01-10,Electronics,7,913.86,3710.2716000000005,South,0.42,0
ORD07141,CUST0492,2023-01-10,Sporrts,7,504.47,3213.4739,East,0.09,0
ORD06860,CUST0953,2023-01-10,Clothing,4,331.55,716.148,East,0.46,0
ORD02206,CUST1405,2023-01-10,Grocery,8,896.95,6960.332,East,0.03,1
ORD07906,CUST1421,2023-01-10,Home,7,426.23,1700.6577000000002,East,0.43,1
ORD06506,CUST0519,2023-01-10,Clothing,4,879.7,3131.7320000000004,North,0.11,0
ORD01004,CUST0547,2023-01-10,Grocery,4,266.39,628.6804000000001,North,0.41,1
ORD03652,CUST1026,2023-01-10,Grocery,6,738.01,2479.7136,West,0.44,1
ORD09943,CUST0169,2023-01-10,Grocery,1,771.71,532.4798999999999,South,0.31,1
ORD08957,CUST0557,2023-01-10,Home,4,722.7,2052.468,East,0.29,1
ORD07106,CUST1810,2023-01-10,Electronics,13,1495.25625,19049.564625,South,0.02,1
ORD07613,CUST0629,2023-01-10,Home,1,577.6,404.32,,0.3,0
ORD02525,CUST0159,2023-01-10,Home,1,474.06,331.842,South,0.3,1
ORD04169,CUST1864,2023-01-10,Electronics,5,315.31,1481.9569999999999,West,0.06,1
ORD04016,CUST0259,2023-01-10,Clothing,9,468.87,3207.0708,South,0.24,1
ORD09655,CUST0187,2023-01-10,Sports,4,99.87,255.6672,North,0.36,1
ORD00715,CUST1011,2023-01-10,Home,8,149.17,1026.2895999999998,East,0.14,1
ORD06795,CUST1916,2023-01-10,Grocery,8,303.37,2402.6904,North,0.01,1
ORD05770,CUST1934,2023-01-10,Sports,4,369.57,1404.366,South,0.05,0
ORD05282,CUST0032,2023-01-10,Beauty,8,119.77,776.1096,South,0.19,0
ORD02602,CUST1478,2023-01-10,Clothing,1,516.05,387.03749999999997,,0.25,1
ORD01973,CUST0489,2023-01-10,Home,6,400.89,2285.073,South,0.05,1
ORD06384,CUST1387,2023-01-10,Grocery,7,440.62,2374.9418,East,0.23,1
ORD08269,CUST1873,2023-01-11,Electronics,2,981.83,1138.9228000000003,West,0.42,0
ORD07302,CUST1695,2023-01-11,Clothing,2,327.28,543.2847999999999,East,0.17,1
ORD03943,CUST0316,2023-01-11,Sports,2,147.54,179.9988,East,0.39,0
ORD04578,CUST0476,2023-01-11,Electronics,6,660.64,3091.7952,North,0.22,1
ORD08964,CUST1944,2023-01-11,Beauty,1,563.29,439.3662,South,0.22,1
ORD07077,CUST1947,2023-01-11,Sports,2,991.49,1368.2561999999998,West,0.31,1
ORD05022,CUST1244,2023-01-11,Home,2,970.91,1611.7105999999999,South,0.17,0
ORD03726,CUST1230,2023-01-11,Clothing,7,475.98,2265.6648,East,0.32,0
ORD07772,CUST1133,2023-01-11,Grocery,6,964.15,4280.826,South,0.26,0
ORD04976,CUST0319,2023-01-11,Grocery,9,120.99,598.9005,North,0.45,1
ORD01123,,2023-01-11,Grocery,1,474.7,431.97700000000003,South,0.09,1
ORD08479,CUST1342,2023-01-11,Electronics,7,808.34,5205.7096,North,0.08,1
ORD09212,CUST1255,2023-01-11,Grocery,6,198.03,1069.362,West,0.1,0
ORD02241,CUST1294,2023-01-11,Clothing,5,882.72,3883.9680000000003,South,0.12,1
ORD02601,CUST1687,2023-01-11,Home,3,715.49,2082.0759000000003,East,0.03,1
ORD08598,CUST0353,2023-01-11,Beauty,8,856.44,6234.8832,South,0.09,0
ORD05978,CUST0863,2023-01-11,Grocery,8,261.0,1211.0400000000002,South,0.42,0
ORD01380,CUST0266,2023-01-11,Grocery,1,510.87,475.10909999999996,South,0.07,1
ORD05563,CUST1114,2023-01-11,Beauty,3,269.13,613.6164,West,0.24,0
ORD01802,CUST1691,2023-01-11,Electronics,4,438.38,1753.52,West,0.0,1
ORD01539,CUST1870,2023-01-11,Electronics,3,480.27,1296.729,South,0.1,1
ORD06117,CUST0690,2023-01-11,,9,803.49,4772.730599999999,East,0.34,1
ORD05942,CUST0008,2023-01-11,Clothing,8,90.64,391.56480000000005,West,0.46,1
ORD07873,CUST1332,2023-01-11,Electronics,8,583.99,3410.5016,South,0.27,1
ORD01293,CUST0227,2023-01-11,Sports,1,572.62,481.00079999999997,South,0.16,1
ORD01871,CUST0594,2023-01-12,Clothing,4,957.92,3065.344,East,0.2,1
ORD03000,,2023-01-12,Beauty,7,711.89,4983.23,North,0.0,1
ORD01873,CUST0695,2023-01-12,Electronics,9,216.21,1634.5476,North,0.16,1
ORD07124,CUST0853,2023-01-12,Clothing,2,571.5,1062.99,East,0.07,1
ORD05599,CUST1439,2023-01-12,Clothing,8,184.34,1327.248,West,0.1,0
ORD01668,CUST0337,2023-01-12,Sports,8,661.62,5240.0304,wEst,0.01,1
ORD08740,CUST1669,2023-01-12,Grocery,1,610.96,610.96,West,0.0,1
ORD01434,CUST0647,2023-01-12,Beauty,4,992.93,2105.0116,West,0.47,1
ORD08315,CUST0766,2023-01-12,Electronics,1,365.21,211.82180000000002,North,0.42,0
ORD03668,CUST0239,2023-01-12,Clothing,6,67.92,366.768,North,0.1,1
ORD00852,CUST1124,2023-01-12,Home,9,592.56,5013.057599999999,South,0.06,0
ORD08960,CUST0109,2023-01-12,Grocery,5,598.99,2066.5154999999995,West,0.31,1
ORD05787,CUST1287,2023-01-12,Sports,1,549.33,466.9305,North,0.15,1
ORD02696,CUST0358,2023-01-12,Grocery,7,729.2,4542.916,East,0.11,1
ORD01755,CUST0839,2023-01-12,Electronics,4,705.52,2483.4303999999997,South,0.12,1
